Type,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,Ump_HP,Ump_Nation,Ump_Continent,Ump_Birth,Ump_year,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,delta_pitcher_run_exp,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
ball-ball,FF,3/9/2026,93,1.83,5.99,"Lee, Jung Hoo",808982,672552,ball,13,Ball,F,L,L,AUS,KOR,B,0,0,1.06,1.18,-0.645488088,1.067937649,1,9,Top,David Rackley,USA,North America,1981,12,-8.623275561,-134.816823,-9.136524007,14.82819118,30.82881152,-15.84008174,3.224,1.627,92.7,2284,6.4,788112,54.07,70,1,2,6,6,2,6,2,6,2,138,0,0.044,-0.044,-4,4,0.015,0.985,26,27,26,28,1.48,1.06,1.06
ball-ball,CH,3/9/2026,87.6,-1.55,5.55,"Schreck, RJ",702302,678394,ball,14,Ball,F,L,R,ISR,DOM,B,2,2,-1.43,0.54,1.421935514,-0.80755101,2,4,Bot,Quinn Wolcott,USA,North America,1986,11.5,10.08807286,-126.8426234,-9.954973892,-17.5208808,27.39249716,-24.3434967,3.221,1.625,87.4,1748,6.5,788103,53.97,31,5,1,6,1,6,6,1,1,6,233,0.001,0.1,-0.1,-5,-5,0.069,0.069,27,25,27,26,2.48,1.43,-1.43
ball-ball,ST,3/9/2026,81.6,-1.55,5.24,"Ram?rez, Agust?n",682663,805374,ball,11,Ball,F,R,R,ISR,DOM,B,0,2,1.43,-0.49,-0.21869851,3.448115155,0,8,Top,Quinn Wolcott,USA,North America,1986,11.5,0.142992713,-118.7123843,3.751151441,13.34874511,26.1660324,-37.78805439,3.257,1.644,80.5,2956,5.9,788103,54.58,59,3,1,8,8,1,8,1,8,1,53,0,0.029,-0.029,-7,7,0.002,0.998,26,24,26,25,3.95,-1.43,-1.43
ball-ball,SL,3/9/2026,87.4,2.74,5.41,"Ortiz, Joey",687401,571510,ball,13,Ball,F,R,L,USA,MEX,B,1,2,0.12,0.48,-0.590624876,0.211094801,2,7,Top,Adrian Johnson,USA,North America,1975,17,-8.140946593,-126.8943008,-7.112294516,2.89631521,24.68766855,-25.72873445,3.14,1.58,87.3,2760,6.2,788122,54.26,58,5,5,2,2,5,2,5,2,5,115,-0.001,0.047,-0.047,3,-3,0.935,0.065,35,27,35,28,2.51,0.12,-0.12
ball-ball,ST,3/9/2026,82.2,-2.77,6.26,"Reginatto, Leonardo",553891,694341,ball,14,Ball,F,R,R,GBR,BRA,B,2,2,0.58,-0.37,0.47719687,1.26718857,1,4,Top,Brennan Miller,USA,North America,1991,3.5,6.150501033,-119.5786674,-3.731228764,4.224069185,25.24179715,-35.16132039,3.299,1.665,82.2,2166,6.5,788123,53.97,24,5,0,0,0,0,0,0,0,0,49,-0.007,0.135,-0.135,0,0,0.529,0.471,27,36,28,36,3.77,-0.58,-0.58
ball-ball,FS,3/9/2026,93.9,-3.09,5.68,"Duran, Jarren",680776,694973,ball,13,Ball,F,L,R,USA,MEX,B,0,0,-1.31,0,-0.516332912,0.625579305,2,3,Top,Adrian Johnson,USA,North America,1975,17,9.603669257,-136.2687945,-7.073587859,-18.51715485,32.48912851,-30.5972729,3.23,1.63,94.2,1642,6.8,788122,53.67,20,1,0,0,0,0,0,0,0,0,243,-0.002,0.041,-0.041,0,0,0.53,0.47,24,29,24,30,2.61,1.31,-1.31
ball-ball,CH,3/9/2026,86.7,-2.72,5.5,"Moncada, Yo?n",660162,695684,ball,14,Ball,F,L,R,PUR,CUB,B,1,0,-1.28,0.26,0.64724693,1.016130399,2,3,Top,Vic Carapazza,USA,North America,1979,14,10.64908617,-125.7507496,-4.836534887,-15.68938596,24.15854716,-28.61031112,3.217,1.624,87.3,1680,6.7,788131,53.78,24,2,3,0,0,3,0,3,0,3,249,-0.003,0.04,-0.04,3,-3,0.81,0.19,22,31,23,31,2.78,1.28,-1.28
ball-ball,FF,3/9/2026,93.7,-1.51,5.71,"Schreck, RJ",702302,678394,ball,11,Ball,F,L,R,ISR,DOM,B,1,2,-0.59,1.06,-1.169713055,3.743803793,2,4,Bot,Quinn Wolcott,USA,North America,1986,11.5,2.205408123,-136.3761103,-1.519669306,-7.830392181,31.75738749,-18.90343556,3.221,1.625,93.9,2101,6.5,788103,53.99,31,4,1,6,1,6,6,1,1,6,221,0.001,0.047,-0.047,-5,-5,0.068,0.068,27,25,27,26,1.55,0.59,-0.59
ball-ball,FF,3/9/2026,91,1.17,6.41,"Eaton, Nate",681987,807344,ball,13,Ball,F,R,L,GBR,BRA,B,1,2,0.79,1.28,-1.374967972,1.969032274,1,3,Bot,Brennan Miller,USA,North America,1991,3.5,-8.027170783,-132.1279738,-7.747515111,10.95596175,28.69199941,-15.71773031,3.151,1.59,91,1742,6.4,788123,54.07,21,5,0,0,0,0,0,0,0,0,145,0.002,0.057,-0.057,0,0,0.526,0.526,22,29,23,30,1.49,0.79,-0.79
ball-ball,CH,3/9/2026,87.1,-2.8,5.47,"Moncada, Yo?n",660162,695684,ball,13,Ball,F,L,R,PUR,CUB,B,0,0,-1.36,0.31,-0.596018188,1.284925832,2,3,Top,Vic Carapazza,USA,North America,1979,14,8.101739857,-126.6187136,-4.295809293,-16.3005009,25.17312796,-28.19916869,3.217,1.624,87.5,1671,6.5,788131,53.97,24,1,3,0,0,3,0,3,0,3,243,-0.001,0.029,-0.029,3,-3,0.811,0.189,22,31,23,31,2.7,1.36,-1.36
ball-ball,CH,3/9/2026,86.8,2.06,5.43,"Caballero, Jos?",676609,622426,ball,12,Ball,F,R,L,PAN,COL,B,1,0,0.95,0.2,1.177523925,3.04585057,0,4,Bot,Chan-Jung Chang,TPE,Asia,1969,29,-4.047578519,-126.5497491,0.148495605,11.04490566,22.2269076,-30.19594418,3.083,1.556,87.2,1943,6.1,788133,54.38,25,2,0,0,0,0,0,0,0,0,129,0.009,0.105,-0.105,0,0,0.564,0.564,31,29,31,30,2.78,0.95,-0.95
ball-ball,SI,3/9/2026,88.2,2.81,5.32,"Chourio, Jackson",694192,807358,ball,14,Ball,F,R,L,NCA,VEN,B,1,1,1.51,0.94,1.843874394,2.33723418,2,3,Top,Paul Clemons,USA,North America,1989,3,-5.517498216,-128.2872778,-2.884310845,17.85191132,28.48634954,-21.45268044,3.24,1.63,87.8,2153,6.2,788099,54.26,18,3,0,2,2,0,2,0,2,0,120,-0.001,0.058,-0.058,-2,2,0.319,0.681,27,22,27,22,2.01,1.51,-1.51
ball-ball,FF,3/9/2026,91.9,-2.23,6.57,"Reginatto, Leonardo",553891,694341,ball,12,Ball,F,R,R,GBR,BRA,B,0,1,-0.25,1.69,0.983278536,3.186382224,1,4,Top,Brennan Miller,USA,North America,1991,3.5,8.641979692,-133.4876824,-6.227283125,-4.953439247,29.76252456,-10.78623804,3.299,1.665,92.2,2258,6.6,788123,53.86,24,2,0,0,0,0,0,0,0,0,192,-0.002,0.044,-0.044,0,0,0.53,0.47,27,36,28,36,1.03,0.25,0.25
ball-ball,FF,3/9/2026,84.8,3.11,6.38,"Kim, Ju Won",823572,649144,ball,14,Ball,F,R,L,AUS,KOR,B,1,0,0.95,1.7,1.595598162,2.42567512,0,6,Top,David Rackley,USA,North America,1981,12,-5.38836718,-123.2175482,-5.975216008,10.8228419,28.30003455,-13.92416427,3.255,1.643,83.5,2098,5.9,788112,54.61,43,2,1,5,5,1,5,1,5,1,144,-0.002,0.105,-0.105,-4,4,0.081,0.919,29,23,29,24,1.52,0.95,-0.95
ball-ball,CH,3/9/2026,84.4,2.1,6.09,"Jones, Jahmai",663330,672552,ball,14,Ball,F,R,L,AUS,KOR,B,0,0,1.2,0.09,1.901358912,2.065857724,0,9,Top,David Rackley,USA,North America,1981,12,-2.905998024,-122.7562751,-2.801972593,12.65861432,30.00166206,-30.83425594,3.138,1.584,83.6,1472,6.3,788112,54.18,69,1,2,6,6,2,6,2,6,2,125,0,0.051,-0.051,-4,4,0.013,0.987,26,28,26,29,3.17,1.2,-1.2
ball-ball,ST,3/9/2026,80.1,-1.72,5.28,"Cruz, Oneil",665833,805374,ball,11,Oneil Cruz walks. Erik Gonz?lez to 3rd. Carlos Santana to 2nd.,F,L,R,ISR,DOM,B,3,2,1.16,-0.51,-2.167264913,2.7810111,0,8,Top,Quinn Wolcott,USA,North America,1986,11.5,-3.196407303,-116.522735,2.443996439,11.14867281,25.34905102,-37.57613575,3.516,1.774,79.1,2938,6,788103,54.54,58,6,1,8,8,1,8,1,8,1,48,-0.001,0.337,-0.337,-7,7,0.003,0.997,26,27,26,28,4.11,-1.16,1.16
ball-ball,CH,3/9/2026,76.3,1.51,6.38,"Eaton, Nate",681987,807344,ball,12,Ball,F,R,L,GBR,BRA,B,0,1,0.95,1.14,1.09365492,4.326935883,1,3,Bot,Brennan Miller,USA,North America,1991,3.5,-2.61503881,-111.1124643,0.852442101,8.293491784,21.04096984,-23.16485574,3.151,1.59,76.7,1255,6.7,788123,53.83,21,2,0,0,0,0,0,0,0,0,123,0.002,0.044,-0.044,0,0,0.527,0.527,22,29,23,30,2.79,0.95,-0.95
ball-ball,CH,3/9/2026,80.5,2.65,5.14,"Chourio, Jackson",694192,807358,ball,13,Ball,F,R,L,NCA,VEN,B,0,1,1.49,0.58,-0.362947513,1.32599794,2,3,Top,Paul Clemons,USA,North America,1989,3,-9.460151018,-116.8285372,-2.62055716,15.48069245,22.85512835,-26.59280215,3.24,1.63,80.3,1603,6.4,788099,54.14,18,2,0,2,2,0,2,0,2,0,113,-0.001,0.039,-0.039,-2,2,0.32,0.68,27,22,27,22,2.97,1.49,-1.49
ball-ball,CU,3/9/2026,84.3,-1.53,5.71,"Schreck, RJ",702302,678394,ball,14,Ball,F,L,R,ISR,DOM,B,0,0,0.14,-0.59,0.565998174,0.892936135,2,4,Bot,Quinn Wolcott,USA,North America,1986,11.5,4.517686499,-122.6246263,-3.319104615,0.514261344,25.5760312,-37.63846964,3.221,1.625,84.2,2478,6.4,788103,54.12,31,1,1,6,1,6,6,1,1,6,25,0.001,0.045,-0.045,-5,-5,0.069,0.069,27,25,27,26,3.81,-0.14,0.14
ball-ball,SL,3/9/2026,85.8,1.83,6.15,"Kim, Do Yeong",838339,672552,ball,12,Do Yeong Kim walks.,F,R,L,AUS,KOR,B,3,1,-0.11,0.08,0.899296682,4.102715568,0,9,Top,David Rackley,USA,North America,1981,12,-1.946027561,-124.9547479,1.4423664,-0.791323607,25.52432397,-31.88422438,3.21,1.62,86.2,2296,6.5,788112,53.99,68,5,2,6,6,2,6,2,6,2,221,-0.001,0.273,-0.273,-4,4,0.014,0.986,26,22,26,23,3.02,-0.11,0.11
ball-ball,FF,3/9/2026,85.2,3.23,6.41,"Kim, Ju Won",823572,649144,ball,12,Ball,F,R,L,AUS,KOR,B,0,0,0.67,1.77,1.411818274,3.004073217,0,6,Top,David Rackley,USA,North America,1981,12,-5.514750614,-123.8142287,-4.923093234,8.126387385,28.43774359,-13.30843394,3.255,1.643,83.7,2190,5.7,788112,54.78,43,1,1,5,5,1,5,1,5,1,146,-0.001,0.058,-0.058,-4,4,0.082,0.918,29,23,29,24,1.42,0.67,-0.67
ball-ball,SL,3/9/2026,86.8,-1.34,5.47,"Witt Jr., Bobby",677951,518435,ball,11,Ball,F,R,R,USA,MEX,B,1,0,0.29,0.95,-0.169673649,3.601630141,2,2,Bot,Adrian Johnson,USA,North America,1975,17,2.1455181,-126.4560604,-0.148285752,2.751448681,24.17430831,-22.13071626,3.238,1.634,86.9,2304,6.2,788122,54.33,16,2,0,0,0,0,0,0,0,0,187,0.002,0.04,-0.04,0,0,0.536,0.536,37,26,38,26,2.06,-0.29,-0.29
ball-ball,ST,3/9/2026,81.6,-1.67,5.22,"Cruz, Oneil",665833,805374,ball,13,Ball,F,L,R,ISR,DOM,B,2,2,1.44,-0.42,-1.685657658,1.978257651,0,8,Top,Quinn Wolcott,USA,North America,1986,11.5,-2.832143508,-118.7236772,0.447892206,14.05908423,27.32731247,-36.45566918,3.516,1.774,80.5,3070,6,788103,54.5,58,5,1,8,8,1,8,1,8,1,58,0,0.134,-0.134,-7,7,0.003,0.997,26,27,26,28,3.9,-1.44,1.44
ball-ball,FS,3/9/2026,93.3,-3.22,5.63,"Thomas, Alek",677950,694973,ball,14,Ball,F,L,R,USA,MEX,B,0,1,-1.23,-0.23,0.31302697,0.35042452,1,3,Top,Adrian Johnson,USA,North America,1975,17,11.77902918,-135.2013739,-7.0332951,-17.61120445,28.93636437,-33.64775706,3.073,1.551,93.9,1692,6.8,788122,53.67,18,2,0,0,0,0,0,0,0,0,245,-0.002,0.044,-0.044,0,0,0.528,0.472,24,26,24,26,2.87,1.23,-1.23
ball-ball,CH,3/9/2026,83.4,-1.2,5.55,"Witt Jr., Bobby",677951,518435,ball,11,Ball,F,R,R,USA,MEX,B,0,0,-0.59,0.1,-1.195536519,3.795920897,2,2,Bot,Adrian Johnson,USA,North America,1975,17,1.198690889,-121.4296169,2.327986371,-6.1314105,22.73250332,-31.79645622,3.238,1.634,83.7,1129,6.3,788122,54.15,16,1,0,0,0,0,0,0,0,0,226,0.001,0.029,-0.029,0,0,0.535,0.535,37,26,38,26,3.16,0.59,0.59
ball-ball,CU,3/9/2026,75.8,-1.29,5.74,"Cruz, Oneil",665833,805374,ball,11,Ball,F,L,R,ISR,DOM,B,1,2,1.4,-1.1,-1.594340979,4.294059119,0,8,Top,Quinn Wolcott,USA,North America,1986,11.5,-3.135320121,-109.9335712,6.376266393,11.80116459,24.37989535,-42.5988097,3.516,1.774,74.2,2925,5.9,788103,54.62,58,4,1,8,8,1,8,1,8,1,41,0,0.055,-0.055,-7,7,0.003,0.997,26,27,26,28,5.17,-1.4,1.4
ball-ball,FS,3/9/2026,79.9,-2.17,5.67,"Perdomo, Geraldo",672695,592848,ball,13,Ball,F,L,R,ISR,DOM,B,1,1,-0.83,0.29,-0.932284926,-0.499229438,2,4,Top,Quinn Wolcott,USA,North America,1986,11.5,4.254583159,-116.1078527,-7.032215381,-8.358728661,22.91169411,-28.40080248,3.317,1.674,79.2,1159,6,788103,54.47,27,3,0,6,6,0,6,0,6,0,232,0,0.058,-0.058,-6,6,0.056,0.944,34,26,34,27,3.31,0.83,-0.83
ball-ball,CU,3/9/2026,77.1,-2.39,5.89,"Santos, Roel",661270,695684,ball,12,Ball,F,L,R,PUR,CUB,B,0,0,1.35,-0.82,0.777339371,3.274599363,1,3,Top,Vic Carapazza,USA,North America,1979,14,4.135981898,-112.1921645,3.085414191,10.68931933,20.04812197,-39.85502852,2.943,1.485,76.9,2407,6.1,788131,54.38,23,1,3,0,0,3,0,3,0,3,51,-0.003,0.038,-0.038,3,-3,0.778,0.222,22,38,23,39,4.65,-1.35,1.35
ball-ball,CH,3/9/2026,86.4,1.85,5.96,"Kim, Do Yeong",838339,672552,ball,13,Ball,F,R,L,AUS,KOR,B,2,1,1.2,-0.1,-0.315845191,-0.162358783,0,9,Top,David Rackley,USA,North America,1981,12,-7.589057662,-125.2771054,-7.699131515,14.28536802,30.53937417,-31.52847976,3.21,1.62,85.8,1467,6.6,788112,53.95,68,4,2,6,6,2,6,2,6,2,122,-0.001,0.159,-0.159,-4,4,0.015,0.985,26,22,26,23,3.23,1.2,-1.2
ball-ball,SL,3/9/2026,88,1.66,6.08,"Kim, Do Yeong",838339,672552,ball,13,Ball,F,R,L,AUS,KOR,B,1,1,-0.34,0.48,-1.593686376,0.754950683,0,9,Top,David Rackley,USA,North America,1981,12,-7.082183591,-127.8470865,-7.516728529,-2.216083264,26.68871312,-25.55632674,3.21,1.62,87.9,2427,6.4,788112,54.14,68,3,2,6,6,2,6,2,6,2,148,0,0.079,-0.079,-4,4,0.015,0.985,26,22,26,23,2.48,-0.34,0.34
ball-ball,CH,3/9/2026,77.6,1.64,6.27,"Tatis Jr., Fernando",665487,696492,ball,12,Ball,F,R,L,ISR,DOM,B,0,0,0.77,1.14,0.082998208,3.805563822,2,2,Top,Quinn Wolcott,USA,North America,1986,11.5,-4.751442079,-112.8816373,-0.211790186,7.520080546,22.70929206,-22.66368118,3.346,1.689,77.6,1421,6.6,788103,53.94,13,1,0,1,1,0,1,0,1,0,157,-0.009,0.047,-0.047,-1,1,0.374,0.626,23,27,24,27,2.68,0.77,-0.77
ball-ball,FF,3/9/2026,94.6,-2.6,5.8,"Cappe, Yiddi",691268,695684,ball,12,Ball,F,R,R,PUR,CUB,B,1,0,-1.32,0.64,1.649106983,3.881554054,1,3,Top,Vic Carapazza,USA,North America,1979,14,13.87753507,-137.089222,-0.563302936,-19.70927553,29.72481017,-24.18358213,3.344,1.688,94.3,1993,6.3,788131,54.2,22,2,3,0,0,3,0,3,0,3,239,-0.005,0.093,-0.093,3,-3,0.814,0.186,22,23,23,24,1.92,1.32,1.32
ball-ball,FF,3/9/2026,94,-1.78,6.5,"Cortes, Carlos",666126,814300,ball,14,Ball,F,L,R,PUR,CUB,B,0,0,-0.86,1.34,1.128313773,1.813034052,1,5,Bot,Vic Carapazza,USA,North America,1979,14,9.320351147,-136.2541091,-9.030687716,-12.97277394,34.3133764,-13.47421648,2.99,1.509,92.9,2254,6.2,788131,54.34,41,1,3,0,3,0,0,3,3,0,216,0.001,0.039,-0.039,3,3,0.908,0.908,28,29,28,29,1.29,0.86,-0.86
ball-ball,FF,3/9/2026,87.3,-1.15,5.66,"Buelvas, Brayan",683454,502179,ball,12,Ball,F,R,R,PAN,COL,B,0,2,-0.26,1.39,0.129995317,3.976120157,1,3,Top,Chan-Jung Chang,TPE,Asia,1969,29,3.617409682,-127.1464962,-0.6839381,-3.555161333,25.56021406,-17.10282253,3.126,1.578,88.1,2285,6.7,788133,53.78,15,3,0,0,0,0,0,0,0,0,202,-0.001,0.033,-0.033,0,0,0.531,0.469,39,24,39,24,1.59,0.26,0.26
ball-ball,SL,3/9/2026,81.5,2.74,5.45,"Acu?a Jr., Ronald",660670,807358,ball,13,Ball,F,R,L,NCA,VEN,B,1,1,-0.29,0.66,-0.944910213,1.054214367,2,3,Top,Paul Clemons,USA,North America,1989,3,-7.59852841,-118.5398868,-4.359494338,-1.355732215,21.1755324,-25.31766458,3.201,1.615,81.7,1953,6.3,788099,54.22,17,3,0,1,1,0,1,0,1,0,166,-0.002,0.058,-0.058,-1,1,0.427,0.573,27,28,27,29,2.76,-0.29,0.29
ball-ball,SL,3/9/2026,85.1,2.96,5.28,"Thomas, Alek",677950,571510,ball,14,Ball,F,L,L,USA,MEX,B,0,1,0.04,0.07,0.339643684,0.833315544,1,7,Top,Adrian Johnson,USA,North America,1975,17,-6.140251294,-123.7411039,-3.96526704,1.691811269,25.64332896,-30.88405567,3.073,1.551,84.9,2611,6.3,788122,54.2,57,2,5,2,2,5,2,5,2,5,279,-0.001,0.044,-0.044,3,-3,0.919,0.081,35,26,35,26,3.1,0.04,0.04
ball-ball,ST,3/9/2026,78.8,-1.54,5.32,"Cruz, Oneil",665833,805374,ball,13,Ball,F,L,R,ISR,DOM,B,0,1,1.36,-0.25,-0.941043404,1.822173642,0,8,Top,Quinn Wolcott,USA,North America,1986,11.5,-1.283459396,-114.6606125,-0.023220667,12.20051761,23.70054184,-34.60485866,3.516,1.774,77.7,2825,5.8,788103,54.75,58,2,1,8,8,1,8,1,8,1,58,0,0.043,-0.043,-7,7,0.003,0.997,26,27,26,28,3.96,-1.36,1.36
ball-ball,FF,3/9/2026,92,1.51,6.51,"Clark, Wallace",800712,807344,ball,12,Ball,F,R,L,GBR,BRA,B,2,2,0.86,1.4,1.238892591,2.455925855,0,3,Bot,Brennan Miller,USA,North America,1991,3.5,-2.596669508,-133.7231433,-7.245133189,10.85979758,31.84345476,-14.0090558,3.21,1.62,92,1886,6.6,788123,53.89,20,5,0,0,0,0,0,0,0,0,146,0.008,0.145,-0.145,0,0,0.553,0.553,22,24,23,24,1.32,0.86,-0.86
ball-ball,FC,3/9/2026,86.7,-2.39,5.75,"Rivera, Ronald",830696,672456,ball,12,Ball,F,R,R,NCA,VEN,B,0,0,0.81,0.09,0.030380997,3.977015565,2,5,Bot,Paul Clemons,USA,North America,1989,3,4.029119678,-126.1768371,2.022646145,7.61078708,29.30143758,-31.99247297,3.21,1.62,86.1,2711,6.2,788099,54.28,38,1,0,3,0,3,3,0,0,3,77,0.001,0.045,-0.045,-3,-3,0.148,0.148,25,32,26,33,2.98,-0.81,-0.81
ball-ball,FF,3/9/2026,91.8,-2.11,5.76,"Perdomo, Geraldo",672695,592848,ball,14,Ball,F,L,R,ISR,DOM,B,0,0,-0.34,1.75,1.039486831,1.619198736,2,4,Top,Quinn Wolcott,USA,North America,1986,11.5,8.521477728,-133.0529775,-8.032407247,-6.088979361,33.49134127,-9.853316258,3.317,1.674,90.3,2409,6,788103,54.52,27,1,0,6,6,0,6,0,6,0,208,0,0.045,-0.045,-6,6,0.056,0.944,34,26,34,27,1.02,0.34,-0.34
ball-ball,ST,3/9/2026,84.2,-2.7,5.65,"Gonzales, Nick",693304,694973,ball,14,Ball,F,R,R,USA,MEX,B,2,2,0.91,0.51,2.300134902,2.024044218,0,3,Top,Adrian Johnson,USA,North America,1975,17,9.693736735,-122.246296,-2.814554412,7.093035022,25.37556115,-26.67034035,3.051,1.54,84.8,2372,6.9,788122,53.59,17,7,0,0,0,0,0,0,0,0,74,-0.009,0.145,-0.145,0,0,0.503,0.497,24,27,24,27,2.73,-0.91,-0.91
ball-ball,SI,3/9/2026,96.2,-2.61,5.8,"Cappe, Yiddi",691268,695684,ball,14,Ball,F,R,R,PUR,CUB,B,0,0,-1.39,0.56,1.265925605,2.185745215,1,3,Top,Vic Carapazza,USA,North America,1979,14,13.29499922,-139.4706196,-5.074063703,-20.99742247,28.81540314,-23.90684001,3.344,1.688,96.2,2040,6.3,788131,54.17,22,1,3,0,0,3,0,3,0,3,233,-0.002,0.055,-0.055,3,-3,0.816,0.184,22,23,23,24,1.91,1.39,1.39
ball-ball,SL,3/9/2026,83.9,1.89,6.12,"Kim, Do Yeong",838339,672552,ball,12,Ball,F,R,L,AUS,KOR,B,0,0,-0.14,0.25,1.796010272,2.598586226,0,9,Top,David Rackley,USA,North America,1981,12,0.069860345,-122.1663272,-2.032854038,-1.382083029,24.38858206,-29.49266195,3.21,1.62,84.3,2228,6.5,788112,53.99,68,1,2,6,6,2,6,2,6,2,192,0,0.058,-0.058,-4,4,0.015,0.985,26,22,26,23,2.99,-0.14,0.14
ball-ball,SI,3/9/2026,91.9,-0.6,6.57,"Lewis Jr., Ian",691588,828631,ball,13,Ball,F,L,R,GBR,BRA,B,0,0,-1.57,0.79,-1.829802544,1.748472707,2,7,Bot,Brennan Miller,USA,North America,1991,3.5,0.370592461,-133.704566,-7.748337151,-18.75888004,31.28689893,-21.18662474,3.3,1.5,91,2059,5.9,788123,54.55,59,1,6,1,6,1,1,6,6,1,223,0,0.041,-0.041,5,5,0.984,0.984,18,23,18,23,1.93,1.57,-1.57
ball-ball,SL,3/9/2026,83.1,2.69,5.46,"Acu?a Jr., Ronald",660670,807358,ball,13,Ball,F,R,L,NCA,VEN,B,0,0,-0.16,1.02,-1.061477511,1.747798889,2,3,Top,Paul Clemons,USA,North America,1989,3,-8.148710986,-120.7034451,-3.814971071,0.017627392,23.33249326,-21.64060542,3.201,1.615,82.9,2081,6.3,788099,54.23,17,1,0,1,1,0,1,0,1,0,155,-0.001,0.045,-0.045,-1,1,0.426,0.574,27,28,27,29,2.29,-0.16,0.16
ball-ball,ST,3/9/2026,85,-2.61,5.65,"Gonzales, Nick",693304,694973,ball,14,Ball,F,R,R,USA,MEX,B,1,2,1.38,0.45,3.268478478,0.316579987,0,3,Top,Adrian Johnson,USA,North America,1975,17,10.8667101,-123.180089,-6.744359489,11.37984842,28.03034836,-26.25467625,3.051,1.54,85.2,2327,7,788122,53.49,17,6,0,0,0,0,0,0,0,0,79,-0.003,0.062,-0.062,0,0,0.506,0.494,24,27,24,27,2.77,-1.38,-1.38
ball-ball,FF,3/9/2026,89.1,2.9,6.24,"Moon, Bo Gyeong",823575,649144,ball,13,Ball,F,L,L,AUS,KOR,B,1,2,0.85,1.75,-0.940764727,1.89022605,2,5,Top,David Rackley,USA,North America,1981,12,-11.00094292,-129.0261234,-7.935423261,12.05452836,30.92307762,-11.09105639,3.21,1.62,87.5,2239,5.9,788112,54.57,37,5,0,4,4,0,4,0,4,0,149,-0.002,0.038,-0.038,-4,4,0.112,0.888,29,25,29,26,1.19,0.85,0.85
ball-ball,SI,3/9/2026,97.2,-1.94,5.74,"Orozco, Jose",821829,672456,ball,13,Ball,F,L,R,NCA,VEN,B,2,2,-1.53,1.18,-0.123763986,0.84747172,1,5,Bot,Paul Clemons,USA,North America,1989,3,8.417219555,-140.8372311,-10.00133126,-22.33066044,35.77627892,-14.20006356,2.987,1.508,97,2247,6.7,788099,53.81,37,5,0,3,0,3,3,0,0,3,209,0.007,0.135,-0.135,-3,-3,0.163,0.163,25,27,26,27,1.28,1.53,-1.53
ball-ball,SL,3/9/2026,88.3,-1.25,5.46,"Turang, Brice",668930,518435,ball,14,Ball,F,L,R,USA,MEX,B,2,2,0.11,1.25,0.942646904,1.11854566,1,2,Bot,Adrian Johnson,USA,North America,1975,17,5.026151414,-128.4509326,-6.917164568,0.280075786,25.28727401,-17.08995865,3.21,1.62,88.4,2248,6.2,788122,54.25,15,6,0,0,0,0,0,0,0,0,195,0.009,0.103,-0.103,0,0,0.551,0.551,37,26,38,27,1.66,-0.11,0.11
ball-ball,CH,3/9/2026,77.7,1.62,6.27,"Perdomo, Geraldo",672695,696492,ball,12,Ball,F,R,L,ISR,DOM,B,2,0,0.91,1.21,0.581535498,3.659352691,2,2,Top,Quinn Wolcott,USA,North America,1986,11.5,-3.901326816,-113.0703406,-0.660503324,8.527860673,23.19330474,-21.98956605,3.317,1.674,77.5,1391,6.5,788103,54.05,12,3,0,0,0,0,0,0,0,0,158,-0.03,0.119,-0.119,0,0,0.444,0.556,23,26,24,27,2.6,0.91,-0.91
ball-ball,CH,3/9/2026,76.7,1.42,6.31,"Clark, Wallace",800712,807344,ball,13,Ball,F,R,L,GBR,BRA,B,1,0,0.96,1.32,-1.213231011,2.360490863,0,3,Bot,Brennan Miller,USA,North America,1991,3.5,-7.313078376,-111.4146333,-3.487372892,9.35148116,21.2845874,-20.76620955,3.21,1.62,76.9,1358,6.7,788123,53.8,20,2,0,0,0,0,0,0,0,0,122,0.008,0.105,-0.105,0,0,0.559,0.559,22,24,23,24,2.59,0.96,-0.96
ball-ball,FF,3/9/2026,94.9,-0.31,6.55,"Koperniak, Matt",689288,828631,ball,11,Ball,F,L,R,GBR,BRA,B,1,0,-0.66,1.37,-0.415437181,4.061716506,2,7,Bot,Brennan Miller,USA,North America,1991,3.5,1.236152183,-138.2447883,-3.751617555,-8.782690296,31.64151903,-14.01061965,3.216,1.623,94.3,2316,6,788123,54.55,58,2,4,1,4,1,1,4,4,1,215,0.001,0.05,-0.05,3,3,0.941,0.941,18,28,18,28,1.16,0.66,-0.66
