Type,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,Ump_HP,Ump_Nation,Ump_Continent,Ump_Birth,Ump_year,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,delta_pitcher_run_exp,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
ball-ball,SI,3/6/2026,95,2.1,5.9,"Vientos, Mark",668901,650911,ball,12,Mark Vientos walks. Benjamin Alegria to 3rd. Ismael Munguia to 2nd.,F,R,L,DOM,NCA,B,3,0,1.7,0.42,1.148217753,2.957516041,0,1,Top,Paul Clemons,USA,North America,1989,3,-6.376429241,-138.1716329,-2.764560811,23.18320265,33.59211706,-26.32691662,3.34,1.686,95.2,2197,6.6,788105,53.89,4,4,0,1,1,0,1,0,1,0,124,-0.024,0.139,-0.139,-1,1,0.287,0.713,29,26,30,27,2.12,1.7,-1.7
ball-ball,FF,3/6/2026,93.5,-2.06,6.43,"Raleigh, Cal",663728,600986,ball,11,Cal Raleigh walks. Alex Bregman to 2nd.,F,L,R,BRA,USA,B,3,1,-0.85,1.63,-2.255703311,3.310847008,1,5,Top,Brennan Miller,USA,North America,1991,3.5,1.429879439,-136.1076271,-5.740145342,-10.85753928,32.34135343,-10.92457081,3.282,1.656,94.1,2194,6.8,788128,53.71,37,5,1,3,3,1,3,1,3,1,209,-0.017,0.182,-0.182,-2,2,0.236,0.764,33,29,33,30,0.99,0.85,-0.85
ball-ball,SI,3/6/2026,91.2,-3.07,6.26,"Cruz, Oneil",665833,608476,ball,13,Ball,F,L,R,DOM,NCA,B,0,1,-1.25,1.27,-1.885021315,2.458267325,1,8,Bot,Paul Clemons,USA,North America,1989,3,5.577772755,-132.5262244,-6.038802748,-15.97494275,31.52854865,-16.11735513,3.516,1.774,89.3,2242,5.5,788105,55.03,73,2,7,3,7,3,3,7,7,3,228,0.001,0.032,-0.032,4,4,0.992,0.992,31,27,32,28,1.5,1.25,-1.25
ball-ball,CU,3/6/2026,77.8,-0.75,6.08,"Guerrero Jr., Vladimir",665489,691602,ball,13,Ball,F,R,R,DOM,NCA,B,2,2,0.69,-1.4,-0.246664082,0.226585183,2,5,Bot,Paul Clemons,USA,North America,1989,3,-0.214259801,-113.2308023,-2.582632469,5.875562582,25.42345452,-43.65247596,3.209,1.619,76.7,2537,6,788105,54.49,46,6,3,3,3,3,3,3,3,3,35,0.003,0.1,-0.1,0,0,0.514,0.514,24,27,25,27,5.23,-0.69,-0.69
ball-ball,SL,3/6/2026,84.5,-2.65,5.94,"Rodr?guez, Julio",677594,678897,ball,14,Ball,F,R,R,DOM,NCA,B,0,0,-0.07,0.79,1.114472247,0.994442298,2,8,Bot,Paul Clemons,USA,North America,1989,3,8.707313325,-122.6746426,-6.399756987,-2.521088607,25.09010301,-23.05003745,3.378,1.705,83.5,2046,5.8,788105,54.68,78,1,11,3,11,3,3,11,11,3,208,0,0.037,-0.037,8,8,0.999,0.999,25,25,25,26,2.42,0.07,0.07
ball-ball,SL,3/6/2026,86.7,-1.73,5.68,"Wakatsuki, Kenya",838350,629496,ball,14,Ball,F,R,R,TPE,JPN,B,1,2,0.23,0.51,1.558637546,2.342390718,2,2,Top,Jordan Baker,USA,North America,1981,12.5,7.175184252,-126.2191089,-2.681146671,1.232094533,22.55973649,-26.37006408,3.165,1.598,86.1,2209,5.6,788114,54.9,21,4,0,8,8,0,8,0,8,0,190,-0.001,0.031,-0.031,-8,8,0.032,0.968,32,30,33,31,2.49,-0.23,-0.23
ball-ball,SI,3/6/2026,93.3,1.7,6.08,"Contreras, William",661388,820853,ball,13,Ball,F,R,L,VEN,NED,B,2,1,1.33,0.96,-0.725037641,1.280233796,1,4,Bot,Shane Livensparger,USA,North America,1984,4,-9.222956061,-135.275808,-8.511778487,18.35399147,31.59127582,-18.54421057,3.13,1.58,94,2041,7.1,788110,53.44,34,4,2,1,2,1,1,2,2,1,149,0.011,0.11,-0.11,1,1,0.69,0.69,20,28,21,29,1.69,1.33,-1.33
ball-ball,CU,3/6/2026,82.5,-1.59,4.86,"Maki, Shugo",808957,838362,ball,12,Ball,F,R,R,TPE,JPN,B,0,0,0.52,-0.66,0.371713589,3.361271982,0,6,Top,Jordan Baker,USA,North America,1981,12.5,3.394819959,-119.9471653,4.599099686,4.316391054,23.57479395,-39.62454737,3.121,1.575,82.7,2485,6.5,788114,53.96,55,1,0,13,13,0,13,0,13,0,69,0,0.058,-0.058,-13,13,0.001,0.999,20,28,21,28,4.01,-0.52,-0.52
ball-ball,CU,3/6/2026,75.6,-1.96,6.12,"Yoshida, Masataka",807799,692059,ball,14,Masataka Yoshida walks.,F,L,R,TPE,JPN,B,3,1,1.09,-0.97,0.611856145,0.227137139,2,1,Top,Jordan Baker,USA,North America,1981,12.5,3.309107455,-110.0880759,-3.086976281,8.163032612,21.15274955,-39.61104631,3.022,1.525,75.3,2574,6.2,788114,54.29,4,5,0,0,0,0,0,0,0,0,40,-0.007,0.091,-0.091,0,0,0.507,0.493,28,32,29,33,4.97,-1.09,1.09
ball-ball,SL,3/6/2026,85.2,-2.81,5.81,"Witt Jr., Bobby",677951,682858,ball,14,Ball,F,R,R,BRA,USA,B,2,0,0.35,-0.02,1.358495603,1.950034329,1,5,Top,Brennan Miller,USA,North America,1991,3.5,8.892592893,-123.7396526,-2.425578816,1.794536244,25.41841768,-32.11479226,3.238,1.634,84.6,2455,6.1,788128,54.44,41,3,1,7,7,1,7,1,7,1,85,0,0.091,-0.091,-6,6,0.034,0.966,24,26,24,26,3.18,-0.35,-0.35
ball-ball,SI,3/6/2026,98.2,-2.63,5.36,"Thompson, Trayce",572204,662253,ball,14,Ball,F,R,R,GBR,MEX,B,0,2,-1.39,0.84,1.623390944,1.61532911,1,9,Bot,Roberto Ortiz,PUR,North America,1984,5,14.74601922,-142.185184,-6.472495151,-22.05765262,30.3063588,-19.35890942,3.34,1.66,99.3,2098,7,788129,53.49,75,4,1,8,1,8,8,1,1,8,218,0,0.026,-0.026,-7,-7,0.001,0.001,27,35,27,35,1.53,1.39,1.39
ball-ball,FF,3/6/2026,94.7,1.16,6.07,"Johnson, Ivan",671155,696519,ball,13,Ball,F,R,L,GBR,MEX,B,0,2,0.65,1.59,-0.915457228,1.915799065,2,6,Bot,Roberto Ortiz,PUR,North America,1984,5,-6.877247359,-137.4275338,-8.544103213,9.843915995,32.33828566,-10.24195327,3.2,1.615,95,2333,6.7,788129,53.77,47,3,1,1,1,1,1,1,1,1,149,0.006,0.025,-0.025,0,0,0.543,0.543,26,27,27,28,0.98,0.65,-0.65
ball-ball,SI,3/6/2026,76.2,-0.7,6.11,"Kennelly, Tim",470491,693974,ball,11,Ball,F,R,R,CZE,AUS,B,0,0,-0.68,1.23,-0.885045052,3.463750773,0,5,Top,Ryan Additon,USA,North America,1985,5,0.850345717,-111.0698825,-0.634276393,-5.788198696,18.43006786,-22.00997734,3.21,1.62,76.8,1694,6.5,788116,54.03,34,1,1,3,3,1,3,1,3,1,188,-0.004,0.051,-0.051,-2,2,0.222,0.778,29,39,29,40,2.66,0.68,0.68
ball-ball,FF,3/6/2026,94.8,2.22,5.17,"Giljegiljaw, Kungkuan",644375,808958,ball,11,Kungkuan Giljegiljaw walks.,F,R,L,TPE,JPN,B,3,2,1.14,1.3,-1.215962059,3.430243841,1,4,Bot,Jordan Baker,USA,North America,1981,12.5,-11.32717187,-137.5956219,-1.607523204,17.10356772,31.91526315,-15.51376895,3.165,1.598,93.6,2401,5.8,788114,54.67,44,7,0,13,0,13,13,0,0,13,120,0.001,0.356,-0.356,-13,-13,0.003,0.003,24,32,25,32,1.26,1.14,-1.14
ball-ball,CU,3/6/2026,74,1.78,6.2,"Caballero, Jos?",676609,661267,ball,11,Ball,F,R,L,PAN,CUB,B,1,2,-0.7,-1.19,-0.025455911,3.329420441,1,1,Bot,Tomoya Ishiyama,JPN,Asia,1979,18,-2.39553573,-107.5690861,3.850516749,-4.887468891,21.357486,-42.34461607,3.083,1.556,73.5,2674,6.3,788139,54.2,7,4,0,0,0,0,0,0,0,0,331,0.006,0.044,-0.044,0,0,0.558,0.558,30,29,31,30,5.41,-0.7,0.7
ball-ball,SL,3/6/2026,86.4,-1.77,6.42,"Rojo, Lucas",624531,695243,ball,11,Ball,F,R,R,BRA,USA,B,0,0,0.77,-0.3,-1.524559145,3.465272047,1,9,Bot,Brennan Miller,USA,North America,1991,3.5,-1.043264432,-125.8957425,0.006049992,8.418785841,26.54626073,-35.56423187,2.943,1.485,87,2338,6.7,788128,53.84,88,1,5,15,5,15,15,5,5,15,42,0,0.044,-0.044,-10,-10,0.001,0.001,27,32,28,32,3.35,-0.77,-0.77
ball-ball,SI,3/6/2026,93.1,-1.82,5.15,"Bichette Jr., Dante",605142,657277,ball,14,Ball,F,R,R,BRA,USA,B,0,0,-1.49,0,1.066528582,1.944102233,2,1,Bot,Brennan Miller,USA,North America,1991,3.5,10.76272648,-135.1677269,-2.224689709,-20.71053687,30.58345886,-31.86068993,3.299,1.665,93.9,1799,7,788128,53.5,11,1,1,2,1,2,2,1,1,2,249,0.001,0.045,-0.045,-1,-1,0.407,0.407,29,33,30,34,2.65,1.49,1.49
ball-ball,FT,3/6/2026,89.7,-0.65,6.11,"Rosario, Eddie",592696,650813,ball,11,Ball,F,L,R,COL,PUR,B,1,0,-0.97,1.13,-1.007927487,3.597254635,0,7,Top,Alex MacKay,USA,North America,1989,2,1.210153032,-130.7343862,-2.507795465,-11.39009194,26.59671037,-18.92040138,3.206,1.618,90.1,1985,6.4,788136,54.13,50,2,0,5,5,0,5,0,5,0,209,-0.001,0.105,-0.105,-5,5,0.032,0.968,30,34,30,35,1.69,0.97,-0.97
ball-ball,FT,3/6/2026,89.7,-0.7,6.18,"Rosario, Eddie",592696,650813,ball,11,Ball,F,L,R,COL,PUR,B,0,0,-1.31,1.05,-1.280299319,3.29031446,0,7,Top,Alex MacKay,USA,North America,1989,2,1.395204244,-130.6347988,-3.219913302,-15.24753466,28.15702849,-19.73816576,3.206,1.618,89.8,1977,6.4,788136,54.14,50,1,0,5,5,0,5,0,5,0,212,0,0.058,-0.058,-5,5,0.032,0.968,30,34,30,35,1.79,1.31,-1.31
ball-ball,FC,3/6/2026,84.8,-1.44,5.54,"Alvarez Jr., Nacho",805373,676942,ball,11,Nacho Alvarez Jr. walks. Jared Serna to 2nd.,F,R,R,GBR,MEX,B,3,1,0.36,0.66,-1.232606042,3.039729087,0,9,Top,Roberto Ortiz,PUR,North America,1984,5,-0.251616375,-123.5902326,-0.726236169,3.754188886,23.58138152,-25.41833823,3.137,1.583,84.8,2356,6.1,788129,54.38,66,5,1,4,4,1,4,1,4,1,158,-0.004,0.214,-0.214,-3,3,0.026,0.974,31,23,31,23,2.49,-0.36,-0.36
ball-ball,FS,3/6/2026,84.7,-1.12,6.22,"Arozarena, Randy",668227,702465,ball,12,Ball,F,R,R,GBR,MEX,B,2,2,-0.36,0.84,0.134960183,3.971613761,0,6,Top,Roberto Ortiz,PUR,North America,1984,5,3.688639876,-123.2479733,-0.348701659,-4.496063098,27.79972809,-23.82677588,3.128,1.579,85.6,1156,7.2,788129,53.3,39,5,0,1,1,0,1,0,1,0,225,-0.015,0.134,-0.134,-1,1,0.253,0.747,26,31,27,31,2.37,0.36,0.36
ball-ball,SL,3/6/2026,90,-2.26,4.98,"Campero, Gustavo",672569,621242,ball,14,Ball,F,L,R,COL,PUR,B,0,1,0.18,0.27,0.047478726,1.267264768,1,9,Bot,Alex MacKay,USA,North America,1989,2,5.307422094,-131.076007,-3.671406335,1.081883773,26.05470097,-28.52805714,2.956,1.492,91.1,2335,6.8,788136,53.74,73,2,0,5,0,5,5,0,0,5,190,0.001,0.032,-0.032,-5,-5,0.007,0.007,32,28,32,29,2.53,-0.18,0.18
ball-ball,FF,3/6/2026,92.6,0.92,5.9,"Urshela, Gio",570482,663558,ball,12,Ball,F,R,L,COL,PUR,B,1,1,0.04,1.19,0.319480313,3.920537901,2,6,Bot,Alex MacKay,USA,North America,1989,2,-1.617174793,-135.010423,-1.813468718,0.832816694,26.60891319,-17.40984083,3.201,1.615,94.1,2201,6.8,788136,53.66,48,3,0,5,0,5,5,0,0,5,170,0.001,0.058,-0.058,-5,-5,0.036,0.036,29,34,29,35,1.44,0.04,-0.04
ball-ball,SL,3/6/2026,83.9,-1.73,5.16,"Ram?rez, Harold",623912,681938,ball,14,Ball,F,R,R,COL,PUR,B,0,1,0.51,0.25,2.464489272,0.977475038,2,8,Bot,Alex MacKay,USA,North America,1989,2,8.5096164,-121.8145739,-3.418920715,3.217471599,26.27976301,-29.21814911,3.25,1.48,83.3,2542,6.2,788136,54.26,65,2,0,5,0,5,5,0,0,5,56,0.001,0.036,-0.036,-5,-5,0.01,0.01,28,31,29,32,3.03,-0.51,-0.51
ball-ball,FC,3/6/2026,92.4,-1.76,5.88,"Rodriguez, Reynaldo",471906,607625,ball,12,Ball,F,R,R,COL,PUR,B,0,2,0.26,0.84,0.921428298,3.821198394,2,1,Bot,Alex MacKay,USA,North America,1989,2,6.101937955,-134.4870352,-1.143118689,1.919514545,28.10922998,-21.93765658,3.21,1.62,91.8,2610,5.8,788136,54.66,6,3,0,0,0,0,0,0,0,0,201,0.002,0.031,-0.031,0,0,0.506,0.506,36,39,37,40,1.82,-0.26,-0.26
ball-ball,CH,3/6/2026,75.8,-1.76,5.18,"Witt Jr., Bobby",677951,547921,ball,14,Ball,F,R,R,BRA,USA,B,0,0,-1.12,0.22,0.884481883,1.290897004,0,4,Top,Brennan Miller,USA,North America,1991,3.5,7.343158727,-110.0768703,-1.145438523,-10.40671031,20.47250466,-30.37129531,3.238,1.634,74.3,2189,5.4,788128,55.07,29,1,1,3,3,1,3,1,3,1,290,-0.003,0.058,-0.058,-2,2,0.271,0.729,41,26,41,26,3.77,1.12,1.12
ball-ball,FS,3/6/2026,82.7,2.29,6.42,"Moncada, Yo?n",660162,800550,ball,13,Yo?n Moncada walks. Yiddi Cappe to 2nd.,F,R,L,PAN,CUB,B,3,2,1.03,0.44,-2.294533845,-0.082894357,1,5,Top,Tomoya Ishiyama,JPN,Asia,1979,18,-12.41831394,-119.6071218,-8.920363205,12.16787017,21.83764045,-26.29104509,3.217,1.624,83.3,1146,6.9,788139,53.63,36,7,0,3,3,0,3,0,3,0,137,-0.017,0.27,-0.27,-3,3,0.16,0.84,29,31,29,31,2.92,1.03,-1.03
ball-ball,SL,3/6/2026,83.5,-2.22,6.48,"Raleigh, Cal",663728,600986,ball,11,Ball,F,L,R,BRA,USA,B,2,1,0.39,0.5,-1.109499086,4.027011582,1,5,Top,Brennan Miller,USA,North America,1991,3.5,1.760294388,-121.6686184,-0.059396798,3.50943752,23.06769538,-27.37771369,3.282,1.656,84.3,2257,6.7,788128,53.83,37,4,1,3,3,1,3,1,3,1,125,-0.008,0.11,-0.11,-2,2,0.244,0.756,33,29,33,30,2.75,-0.39,0.39
ball-ball,FF,3/6/2026,87.6,2.02,5.8,"Crow-Armstrong, Pete",691718,627387,ball,11,Ball,F,L,L,BRA,USA,B,1,1,0.27,1.28,-1.162458278,3.2897802,2,8,Top,Brennan Miller,USA,North America,1991,3.5,-8.125501746,-127.3516411,-2.432978827,4.525314938,24.58319882,-17.91907049,3.202,1.616,87.5,1703,6.1,788128,54.37,70,3,4,8,8,4,8,4,8,4,142,0,0.042,-0.042,-4,4,0.036,0.964,37,24,37,24,1.68,0.27,0.27
ball-ball,SL,3/6/2026,85.4,-1.26,5.85,"Alegria, Benjamin",664342,675848,ball,14,Ball,F,R,R,DOM,NCA,B,0,0,1.47,-0.2,2.104023728,0.958852383,2,4,Top,Paul Clemons,USA,North America,1989,3,4.766088718,-124.0796629,-4.342645263,13.67671257,31.10573429,-33.39906429,3.121,1.575,83.9,3014,6,788105,54.54,37,1,3,3,3,3,3,3,3,3,52,-0.001,0.045,-0.045,0,0,0.547,0.453,25,28,26,29,3.4,-1.47,-1.47
ball-ball,CH,3/6/2026,80.1,2.62,5.33,"Perdomo, Geraldo",672695,807358,ball,12,Ball,F,R,L,DOM,NCA,B,1,1,0.96,0.65,0.960784834,3.767744277,1,4,Bot,Paul Clemons,USA,North America,1989,3,-5.49362105,-116.5024094,2.230110768,9.839187593,23.35177952,-26.98166155,3.317,1.674,80.1,1620,6.5,788105,54.03,39,3,3,3,3,3,3,3,3,3,117,0.004,0.076,-0.076,0,0,0.532,0.532,27,26,27,27,2.93,0.96,-0.96
ball-ball,CH,3/6/2026,87,-1.83,6.04,"Yoshida, Masataka",807799,692059,ball,13,Ball,F,L,R,TPE,JPN,B,2,1,-1.17,0.17,-0.328542186,0.682284386,2,1,Top,Jordan Baker,USA,North America,1981,12.5,5.998026703,-126.4787712,-6.803776968,-13.7534467,24.00167641,-29.21840925,3.022,1.525,87.3,1636,6.4,788114,54.1,4,4,0,0,0,0,0,0,0,0,229,-0.003,0.078,-0.078,0,0,0.51,0.49,28,32,29,33,2.83,1.17,-1.17
ball-ball,FF,3/6/2026,90.6,-1.48,5.82,"Wakatsuki, Kenya",838350,629496,ball,12,Ball,F,R,R,TPE,JPN,B,0,2,-0.36,1.43,1.291799839,2.861556825,2,2,Top,Jordan Baker,USA,North America,1981,12.5,7.494950806,-131.7666386,-4.291816656,-5.770858582,28.27243623,-14.7843208,3.165,1.598,89.2,2381,5.5,788114,55.05,21,3,0,8,8,0,8,0,8,0,208,0,0.03,-0.03,-8,8,0.032,0.968,32,30,33,31,1.35,0.36,0.36
ball-ball,CH,3/6/2026,83.6,-2.13,5.64,"Murakami, Munetaka",808959,809223,ball,11,Ball,F,L,R,TPE,JPN,B,0,0,-0.91,0.51,-1.272299737,2.780736766,0,3,Top,Jordan Baker,USA,North America,1981,12.5,3.758396047,-121.8112139,-1.012300217,-9.757783819,23.37087668,-27.10071929,3.296,1.664,83.6,1554,6.1,788114,54.37,30,1,0,11,11,0,11,0,11,0,234,0,0.054,-0.054,-11,11,0.003,0.997,22,26,23,26,2.74,0.91,-0.91
ball-ball,SI,3/6/2026,86.9,-2.71,5.48,"Abreu, Wilyer",677800,677804,ball,11,Ball,F,L,R,VEN,NED,B,0,2,-1.21,0.44,-0.907512006,3.505440893,2,5,Bot,Shane Livensparger,USA,North America,1984,4,6.834919142,-126.3538163,0.791468834,-14.40096086,28.73495902,-27.9524352,3.117,1.573,87,1989,6.7,788110,53.85,47,5,5,1,5,1,1,5,5,1,215,0.001,0.02,-0.02,4,4,0.925,0.925,26,27,27,27,2.61,1.21,-1.21
ball-ball,FF,3/6/2026,91.2,-1.85,5.6,"Judge, Aaron",592450,649963,ball,11,Ball,F,R,R,BRA,USA,B,0,0,-0.58,1.5,-1.297249144,2.992738433,1,1,Top,Brennan Miller,USA,North America,1991,3.5,2.647604125,-132.9069888,-3.816674639,-7.493976873,25.4306809,-13.76669995,3.523,1.778,91.6,2269,6.2,788128,54.3,3,1,0,0,0,0,0,0,0,0,218,-0.002,0.038,-0.038,0,0,0.481,0.519,29,34,29,34,1.21,0.58,0.58
ball-ball,SI,3/6/2026,95.8,-1.38,6.08,"Judge, Aaron",592450,838355,ball,11,Ball,F,R,R,BRA,USA,B,1,1,-1.22,1.25,-0.961626205,4.635491295,1,9,Top,Brennan Miller,USA,North America,1991,3.5,3.88584013,-139.4593744,-0.910594121,-16.73029744,32.16113857,-15.95468992,3.523,1.778,95.6,2230,6.2,788128,54.29,78,3,5,9,9,5,9,5,9,5,235,0,0.062,-0.062,-4,4,0.015,0.985,21,34,22,34,1.24,1.22,1.22
ball-ball,FF,3/6/2026,99,-1.92,5.68,"Murray, BJ",681230,680767,ball,12,Ball,F,L,R,GBR,MEX,B,2,1,-0.17,1.28,0.747703073,3.763309472,2,8,Bot,Roberto Ortiz,PUR,North America,1984,5,7.637270575,-143.975778,-2.691021535,-4.200063859,34.22970955,-13.93055244,3.158,1.594,99.6,2223,6.7,788129,53.77,62,4,1,4,1,4,4,1,1,4,212,0.004,0.11,-0.11,-3,-3,0.044,0.044,26,26,27,26,1.05,0.17,-0.17
ball-ball,ST,3/6/2026,82.6,-1.8,5.96,"Ford, Harry",695670,665871,ball,14,Ball,F,R,R,GBR,MEX,B,0,1,1.08,0.25,1.301331604,0.937481863,2,1,Bot,Roberto Ortiz,PUR,North America,1984,5,4.82438374,-120.0612125,-5.090793347,9.390665125,25.34072348,-28.94610687,3.123,1.576,82.5,2344,6.5,788129,53.99,7,2,0,0,0,0,0,0,0,0,61,0.001,0.039,-0.039,0,0,0.508,0.508,28,23,29,23,3.13,-1.08,-1.08
ball-ball,FS,3/6/2026,91.1,-1.31,5.39,"Murray, BJ",681230,692024,ball,14,Ball,F,L,R,GBR,MEX,B,2,2,-1.2,-0.15,0.565001835,0.427069099,1,6,Bot,Roberto Ortiz,PUR,North America,1984,5,7.199158813,-132.3990367,-5.883324447,-15.67670795,29.1430838,-32.88120605,3.158,1.594,90.1,1613,5.8,788129,54.67,44,5,1,1,1,1,1,1,1,1,258,0.007,0.135,-0.135,0,0,0.54,0.54,29,26,29,26,2.92,1.2,-1.2
ball-ball,CU,3/6/2026,74.6,-1.32,5.53,"Crow-Armstrong, Pete",691718,836637,ball,13,Pete Crow-Armstrong walks. Alex Bregman scores. Cal Raleigh to 3rd. Roman Anthony to 2nd.,F,L,R,BRA,USA,B,3,1,0.4,-0.21,-1.0132973,2.372779152,1,9,Top,Brennan Miller,USA,North America,1991,3.5,-0.094567437,-108.6254221,1.288132155,3.159550312,18.75264268,-34.2906157,3.202,1.616,74.7,2345,6.3,788128,54.17,83,5,5,12,12,5,13,5,13,5,53,0,0.201,-0.201,-7,7,0.001,0.999,18,24,18,24,4.3,-0.4,0.4
ball-ball,CH,3/6/2026,78.6,-0.27,6.46,"Witt Jr., Bobby",677951,828631,ball,14,Bobby Witt Jr. walks.,F,R,R,BRA,USA,B,3,1,-1.05,0.46,1.090104966,1.218600742,1,2,Top,Brennan Miller,USA,North America,1991,3.5,4.882701882,-114.2502887,-5.041968812,-10.15426249,22.86615663,-27.38124669,3.238,1.634,78.2,1172,6.3,788128,54.21,14,5,1,2,2,1,2,1,2,1,275,-0.011,0.147,-0.147,-1,1,0.371,0.629,18,26,18,26,3.26,1.05,1.05
ball-ball,FF,3/6/2026,78.2,-0.4,6.04,"Burke, Chris",678521,693974,ball,14,Chris Burke walks.,F,L,R,CZE,AUS,B,3,0,-0.15,1.4,0.894578973,1.671943427,0,5,Top,Ryan Additon,USA,North America,1985,5,3.057211976,-113.9040863,-4.988290775,-1.836239163,20.21021919,-19.26598841,3.121,1.575,78.9,1800,6.6,788116,53.88,33,4,1,3,3,1,3,1,3,1,196,-0.011,0.159,-0.159,-2,2,0.233,0.767,29,24,29,25,2.31,0.15,-0.15
ball-ball,CH,3/6/2026,81,-2.15,6.13,"Bazzana, Travis",683953,608042,ball,14,Ball,F,L,R,CZE,AUS,B,2,0,-1.34,0.62,0.969980543,1.474938178,1,9,Top,Ryan Additon,USA,North America,1985,5,9.54995306,-117.6398826,-4.763462874,-14.19846135,21.1425932,-25.64671466,3.179,1.604,81.8,1613,6.8,788116,53.69,66,3,1,5,5,1,5,1,5,1,233,-0.001,0.118,-0.118,-4,4,0.007,0.993,33,23,33,24,2.85,1.34,-1.34
ball-ball,CH,3/6/2026,79.1,-1.51,6.14,"Hall, Alex",673064,838345,ball,11,Ball,F,L,R,CZE,AUS,B,2,1,-1.24,0.92,-1.463848273,2.907819053,0,2,Top,Ryan Additon,USA,North America,1985,5,2.42363768,-115.0651312,-1.698129571,-11.40155626,23.87963357,-23.98110121,3.121,1.575,77.8,1805,5.6,788116,54.87,7,4,0,0,0,0,0,0,0,0,238,-0.011,0.159,-0.159,0,0,0.496,0.504,30,27,30,27,2.76,1.24,-1.24
ball-ball,CU,3/6/2026,78.9,1.69,5.76,"Cheng, Tsung-Che",691907,838349,ball,12,Ball,F,L,L,TPE,JPN,B,0,1,-1.28,-1.01,0.645972218,3.696296866,2,7,Bot,Jordan Baker,USA,North America,1981,12.5,0.179539258,-114.7389844,4.345435488,-11.32878724,22.52651972,-42.15889008,3.016,1.522,77.2,2555,5.2,788114,55.26,69,2,0,13,0,13,13,0,0,13,313,0,0.039,-0.039,-13,-13,0.001,0.001,25,24,26,25,4.7,-1.28,-1.28
ball-ball,FF,3/6/2026,95.3,-2.01,5.57,"C?rdoba, Allen",642707,684320,ball,13,Ball,F,R,R,PAN,CUB,B,0,0,-0.39,1.01,-1.07368426,1.476705775,2,5,Bot,Tomoya Ishiyama,JPN,Asia,1979,18,3.298686357,-138.7954713,-7.219570154,-5.758612099,26.44728856,-17.71975895,3.299,1.665,95.1,2287,5.8,788139,54.72,40,1,0,3,0,3,3,0,0,3,228,0.001,0.045,-0.045,-3,-3,0.148,0.148,29,30,29,31,1.46,0.39,0.39
ball-ball,FF,3/6/2026,97.6,-0.46,6.88,"Santos, Jhonny",645308,673510,ball,14,Ball,F,R,R,PAN,CUB,B,2,2,0.01,1.55,1.576085627,2.253764497,2,9,Bot,Tomoya Ishiyama,JPN,Asia,1979,18,5.435973496,-141.763435,-10.43859512,-1.043508601,31.15967389,-9.108750068,3.21,1.62,98.9,2531,7,788139,53.45,67,5,1,3,1,3,3,1,1,3,201,0.005,0.1,-0.1,-2,-2,0.015,0.015,29,29,30,30,0.85,-0.01,-0.01
ball-ball,FF,3/6/2026,91.9,1.89,6.23,"Caballero, Jos?",676609,661267,ball,11,Ball,F,R,L,PAN,CUB,B,0,2,0.64,1.33,-0.016766707,4.151718224,1,1,Bot,Tomoya Ishiyama,JPN,Asia,1979,18,-6.17643384,-133.7138916,-2.181665958,9.011470254,28.11421672,-15.94378944,3.083,1.556,91.8,2189,6.2,788139,54.3,7,3,0,0,0,0,0,0,0,0,153,0.003,0.021,-0.021,0,0,0.555,0.555,30,29,31,30,1.37,0.64,-0.64
ball-ball,FF,3/6/2026,91.6,2.42,5.97,"Vavra, Terrin",679631,681973,ball,13,Ball,F,L,L,CZE,AUS,B,0,0,1.07,1.29,-1.733263143,0.696701579,2,1,Bot,Ryan Additon,USA,North America,1985,5,-12.71762025,-132.4821638,-10.01718308,15.20351066,26.61422754,-14.84280622,3.152,1.591,92,1992,6.7,788116,53.79,6,1,0,0,0,0,0,0,0,0,144,0.001,0.045,-0.045,0,0,0.51,0.51,28,29,29,29,1.44,1.07,1.07
ball-ball,SL,3/6/2026,82.9,1.61,5.64,"Reginatto, Leonardo",553891,642100,ball,13,Ball,F,R,L,BRA,USA,B,0,1,-0.3,-0.2,-1.676148972,1.958172547,2,8,Bot,Brennan Miller,USA,North America,1991,3.5,-6.792361891,-120.6150862,-1.330226755,-1.635631842,22.74346609,-34.10680446,3.299,1.665,82.7,2172,6.1,788128,54.42,74,2,5,8,5,8,8,5,5,8,289,0.001,0.039,-0.039,-3,-3,0.042,0.042,31,36,31,36,3.51,-0.3,0.3
